id,vendor_id,pickup_datetime,passenger_count,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,store_and_fwd_flag
id1766227,1,30-06-16 22:28,2,-73.98257446,40.74510193,-73.95745087,40.77422333,N
id1195534,1,30-06-16 22:28,4,-73.97583008,40.7637558,-73.94693756,40.77752686,N
id1059684,2,30-06-16 22:28,2,-74.01537323,40.71591187,-73.96851349,40.79896164,N
id0940199,2,30-06-16 22:28,1,-73.96130371,40.79644012,-73.96176147,40.77963257,N
id2528163,2,30-06-16 22:27,1,-73.98728943,40.73593903,-73.97583771,40.73262024,N
id0919966,2,30-06-16 22:27,3,-73.99092865,40.76599884,-73.97998047,40.72686005,N
id2826168,1,30-06-16 22:27,1,-73.98698425,40.72229004,-73.97537231,40.75778198,N
id2170803,1,30-06-16 22:26,1,-74.00590515,40.73998642,-73.99715424,40.73758698,Y
id2000184,2,30-06-16 22:26,1,-73.97234344,40.75909042,-74.0063324,40.74388885,N
id2101417,2,30-06-16 22:25,5,-73.86286926,40.76876068,-73.9777832,40.77957153,N
id3375121,2,30-06-16 22:25,5,-73.99343872,40.68235016,-73.97254181,40.68743896,N
id1202903,1,30-06-16 22:25,1,-73.98094177,40.75340271,-73.99246979,40.69868469,N
id2255141,2,30-06-16 22:25,3,-74.01424408,40.71141052,-74.00250244,40.76071548,N
id3965726,1,30-06-16 22:25,1,-73.98175812,40.75261688,-73.98840332,40.7393837,N
id2656610,2,30-06-16 22:25,1,-73.98355865,40.74937057,-73.91265869,40.8757782,N
id0434956,2,30-06-16 22:25,6,-74.0062561,40.73419189,-74.0094986,40.7156868,N
id1877189,1,30-06-16 22:23,1,-73.98539734,40.73570251,-73.95730591,40.76177216,N
id3040815,2,30-06-16 22:23,1,-74.00193787,40.75074005,-73.96761322,40.78794098,N
id0093716,1,30-06-16 22:23,1,-74.01032257,40.7120018,-74.00878143,40.70982742,N
id1103050,2,30-06-16 22:23,2,-73.97136688,40.75115967,-73.98265839,40.73937988,N
id1422184,2,30-06-16 22:23,1,-74.00245667,40.73886871,-73.9588623,40.76379013,N
id0864746,2,30-06-16 22:22,1,-73.96470642,40.76160431,-73.98345947,40.7670517,N
id2755735,2,30-06-16 22:22,1,-74.00252533,40.75010681,-73.98112488,40.75525284,N
id3112806,2,30-06-16 22:22,1,-73.99128723,40.75020981,-74.01444244,40.7179718,N
id0739111,2,30-06-16 22:22,1,-73.97930908,40.74697876,-73.97499084,40.64735031,N
id1791696,2,30-06-16 22:22,1,-73.97766113,40.75460815,-73.99524689,40.76041031,N
id1963006,2,30-06-16 22:21,2,-73.99542236,40.73088074,-73.96051788,40.7698288,N
id1373197,1,30-06-16 22:21,1,-73.97076416,40.75551987,-73.94980621,40.77369308,N
id3708923,1,30-06-16 22:21,1,-73.97828674,40.72982025,-73.98031616,40.74364853,N
id3726580,1,30-06-16 22:21,1,-73.99766541,40.72090149,-73.98579407,40.7521286,N
id1787838,1,30-06-16 22:20,1,-73.99282837,40.68848419,-73.96476746,40.68102646,N
id3340304,1,30-06-16 22:20,1,-74.0044632,40.74178314,-73.97731018,40.74972916,N
id2846350,1,30-06-16 22:20,1,-74.00662231,40.74412155,-73.98245239,40.73784637,N
id0047251,1,30-06-16 22:20,1,-74.00432587,40.74768829,-73.98724365,40.74785233,N
id1753016,1,30-06-16 22:20,1,-73.98601532,40.72709274,-73.97714996,40.66428375,N
id2953343,2,30-06-16 22:19,1,-73.99318695,40.74230957,-73.99185181,40.75547028,N
id3107674,2,30-06-16 22:18,2,-74.00067139,40.72980118,-74.0075531,40.74092865,N
id0002608,2,30-06-16 22:18,5,-73.99462128,40.72603989,-73.99008179,40.7379303,N
id2990394,2,30-06-16 22:18,3,-73.98539734,40.74689102,-73.98964691,40.76702881,N
id3598152,2,30-06-16 22:18,4,-73.99163055,40.72666168,-73.98059082,40.74263763,N
id2346163,2,30-06-16 22:18,1,-74.00174713,40.73264313,-73.9790802,40.74722672,N
id2584584,1,30-06-16 22:18,1,-73.96018219,40.78149796,-73.94746399,40.77541351,N
id2727364,2,30-06-16 22:18,1,-73.98715973,40.7217598,-73.99131775,40.71741104,N
id0797438,1,30-06-16 22:18,2,-73.96797943,40.79990387,-73.9464035,40.80630875,N
id2117187,1,30-06-16 22:17,3,-73.95862579,40.71287155,-73.98590851,40.72273636,N
id3317688,2,30-06-16 22:17,1,-73.96531677,40.76931,-73.9864502,40.77746964,N
id3961925,1,30-06-16 22:17,1,-74.00331116,40.74568939,-74.00458527,40.70719147,N
id3147489,1,30-06-16 22:16,1,-73.95046997,40.72184372,-73.94472504,40.71305847,N
id3484246,1,30-06-16 22:16,1,-73.96917725,40.7658844,-73.96246338,40.76426315,N
id2093374,2,30-06-16 22:15,2,-73.97460175,40.76168823,-73.98921204,40.75643158,N
id0679904,2,30-06-16 22:15,1,-74.0091095,40.71546555,-74.00971985,40.72227478,N
id0626723,2,30-06-16 22:15,2,-74.0002594,40.72239304,-73.9921875,40.74932098,N
id1576197,2,30-06-16 22:14,2,-73.99121857,40.74990845,-74.00858307,40.74060059,N
id0824689,2,30-06-16 22:13,2,-73.97942352,40.76541138,-73.9682312,40.75314331,N
id1676272,2,30-06-16 22:13,3,-73.98741913,40.76284409,-73.95458984,40.77793884,N
id0627637,1,30-06-16 22:12,2,-73.9987793,40.7341423,-73.96835327,40.75479889,N
id2345037,2,30-06-16 22:11,5,-73.95452881,40.76993179,-73.9489975,40.77500916,N
id3961005,1,30-06-16 22:10,2,-73.9868927,40.7209816,-73.98299408,40.78466034,N
id0676864,1,30-06-16 22:10,1,-74.00247192,40.73415375,-73.98806,40.72051239,N
id1118396,2,30-06-16 22:10,3,-73.86338806,40.7692337,-73.90882874,40.75754929,N
id3033320,2,30-06-16 22:10,1,-73.91686249,40.76961899,-73.90879822,40.76335144,N
id2737671,2,30-06-16 22:10,2,-73.98396301,40.72537613,-73.9749527,40.75223923,N
id2555095,1,30-06-16 22:10,2,-74.00572968,40.75072479,-74.0038147,40.73270035,N
id2216054,2,30-06-16 22:09,1,-74.01092529,40.67901611,-73.99452972,40.75022125,N
id1879755,2,30-06-16 22:09,1,-73.9793396,40.75603104,-73.9993515,40.74411774,N
id0195472,2,30-06-16 22:09,1,-73.97577667,40.77627182,-73.96041107,40.77819061,N
id3264821,1,30-06-16 22:09,1,-74.00228119,40.73975754,-73.99468994,40.75035095,N
id3321859,2,30-06-16 22:08,1,-73.95591736,40.76396942,-73.96151733,40.76525879,N
id3083909,2,30-06-16 22:08,1,-73.95644379,40.77134705,-73.9484024,40.77906799,N
id2799048,1,30-06-16 22:08,2,-73.86288452,40.76903534,-73.94234467,40.79488373,N
id3809466,2,30-06-16 22:08,1,-73.97771454,40.75556564,-73.94002533,40.808815,N
id0658141,2,30-06-16 22:06,5,-73.9582901,40.76066971,-73.96640778,40.75756836,N
id3871456,2,30-06-16 22:06,5,-74.00926971,40.70357132,-73.97914124,40.72785187,N
id3362959,2,30-06-16 22:06,5,-73.97264099,40.75645065,-74.00737762,40.74097824,N
id1123000,1,30-06-16 22:06,1,-73.96009064,40.77066422,-73.86531067,40.72541809,N
id0426056,2,30-06-16 22:06,1,-74.00834656,40.72154617,-74.00598907,40.74509811,N
id3169766,1,30-06-16 22:05,4,-73.99760437,40.71939468,-73.9920578,40.75405884,N
id3783179,1,30-06-16 22:05,1,-74.00511932,40.72063446,-73.98860931,40.70244598,Y
id1470916,2,30-06-16 22:05,3,-73.78843689,40.64126968,-73.99524689,40.71855927,N
id3812808,1,30-06-16 22:05,3,-73.98960114,40.7180481,-73.97665405,40.66960907,N
id0625495,1,30-06-16 22:05,1,-73.9743576,40.76218414,-73.96840668,40.75475693,N
id2177275,1,30-06-16 22:05,3,-74.00598145,40.73562241,-74.01477051,40.71416092,N
id1669881,1,30-06-16 22:05,1,-73.95355225,40.77549744,-73.98956299,40.73342133,N
id0175084,2,30-06-16 22:05,2,-73.96484375,40.76986313,-73.9648819,40.75810242,N
id0721910,1,30-06-16 22:04,1,-73.98061371,40.76379776,-73.96954346,40.79874039,N
id2340579,1,30-06-16 22:03,2,-73.95343018,40.77975464,-73.93437195,40.80241394,N
id2685023,1,30-06-16 22:03,1,-73.98097229,40.7844429,-73.97988129,40.74163437,N
id3482357,2,30-06-16 22:03,1,-73.98072815,40.74208832,-74.02427673,40.63391113,N
id2245371,1,30-06-16 22:03,1,-73.98854065,40.73139572,-74.00257874,40.75003052,N
id1278193,1,30-06-16 22:03,1,-73.97252655,40.75613403,-73.99212646,40.74913406,N
id1158031,2,30-06-16 22:03,1,-73.9759903,40.76036072,-73.9718399,40.76216125,N
id1509114,2,30-06-16 22:03,5,-74.0102005,40.71205139,-74.00640869,40.70835876,N
id2751524,2,30-06-16 22:03,2,-73.97084808,40.75850296,-73.98178101,40.73675156,N
id3129627,2,30-06-16 22:03,1,-73.98120117,40.76416016,-73.98751068,40.72869873,N
id1635850,1,30-06-16 22:03,1,-73.98388672,40.72164154,-73.96615601,40.80458069,N
id0028611,2,30-06-16 22:02,1,-73.97284698,40.75907135,-74.00821686,40.71672821,N
id2786840,2,30-06-16 22:02,2,-73.95632935,40.77157974,-73.98571777,40.7463913,N
id1325493,2,30-06-16 22:02,1,-73.98925781,40.76364899,-73.97753906,40.75381088,N
id1597746,2,30-06-16 22:02,1,-73.98083496,40.74796677,-73.96842194,40.75861359,N
id3147950,2,30-06-16 22:01,1,-73.87088013,40.7738266,-73.98345184,40.7571907,N
id1045588,1,30-06-16 22:01,2,-73.99105072,40.7503624,-73.99769592,40.71960831,N
id1022607,1,30-06-16 22:01,3,-74.01283264,40.7077446,-73.99334717,40.65954971,N
id0337753,1,30-06-16 22:01,1,-73.99801636,40.7451973,-73.98135376,40.73817062,N
id0141150,2,30-06-16 22:00,2,-74.00991058,40.72071075,-74.00238037,40.74013901,N
id0868004,2,30-06-16 21:59,2,-73.97226715,40.75982666,-73.94926453,40.77688599,N
id2736277,1,30-06-16 21:59,1,-73.97003174,40.76399612,-74.00195313,40.7339859,N
id1823119,2,30-06-16 21:59,1,-73.98483276,40.72825623,-73.97729492,40.73864746,N
id3641265,2,30-06-16 21:59,1,-73.98860931,40.73711014,-73.93240356,40.85702896,N
id2368838,2,30-06-16 21:59,1,-73.9808197,40.75382996,-73.97299957,40.78775024,N
id3853565,2,30-06-16 21:58,3,-74.00849915,40.72018433,-74.00151062,40.72930908,N
id1643361,2,30-06-16 21:58,6,-73.86356354,40.76976013,-73.96117401,40.77483368,N
id1939982,1,30-06-16 21:58,3,-73.97905731,40.75930023,-73.9737854,40.7830162,N
id1415311,1,30-06-16 21:58,1,-73.97210693,40.76240921,-73.96768188,40.8020401,N
id0830841,2,30-06-16 21:58,2,-74.00145721,40.73585129,-73.94979095,40.72225189,N
id0202012,1,30-06-16 21:57,1,-73.99365234,40.75720978,-73.99343109,40.7359314,N
id3746505,2,30-06-16 21:57,1,-74.00810242,40.71706009,-73.99523163,40.74402618,N
id0076494,2,30-06-16 21:57,5,-73.98448944,40.75969696,-73.9875412,40.71997452,N
id2025500,1,30-06-16 21:56,1,-73.97248077,40.67752457,-73.95545959,40.67202759,N
id0088193,2,30-06-16 21:56,1,-73.96338654,40.77472305,-73.94455719,40.79322052,N
id2329216,2,30-06-16 21:56,1,-74.01087952,40.71239853,-73.99495697,40.66228104,N
id2600913,1,30-06-16 21:55,2,-73.99156189,40.72669983,-73.98529816,40.73201752,N
id2191170,1,30-06-16 21:55,1,-73.97262573,40.75490952,-73.97566986,40.75189972,N
id3826806,1,30-06-16 21:54,2,-74.01540375,40.71611023,-73.97440338,40.79351807,N
id3599247,2,30-06-16 21:54,1,-73.97205353,40.75756836,-73.94302368,40.80310822,N
id2907509,1,30-06-16 21:54,1,-74.00933075,40.71541595,-74.00901031,40.72649002,N
id2142979,1,30-06-16 21:53,1,-73.97832489,40.77325058,-73.98049927,40.78833389,N
id0985073,1,30-06-16 21:53,1,-73.94459534,40.66676331,-73.9331665,40.68853378,Y
id2824393,1,30-06-16 21:53,3,-73.99008942,40.76194382,-73.97714996,40.75548935,N
id1614902,2,30-06-16 21:53,1,-73.97858429,40.78277588,-73.97228241,40.79027557,N
id2495395,1,30-06-16 21:53,1,-73.86244965,40.76906586,-73.94068146,40.72346497,N
id0814791,2,30-06-16 21:53,1,-73.96083832,40.76979828,-73.96869659,40.764431,N
id0152911,2,30-06-16 21:53,1,-74.00610352,40.70602798,-73.90458679,40.88666153,N
id0794895,2,30-06-16 21:53,1,-73.94358826,40.71176147,-73.96334839,40.7121315,N
id2923064,1,30-06-16 21:52,1,-74.01612091,40.71113968,-74.01602936,40.70503235,N
id0959089,2,30-06-16 21:52,5,-73.8707962,40.77370071,-73.98631287,40.72954178,N
id2208629,2,30-06-16 21:51,1,-74.00830841,40.73604584,-73.97241211,40.75872803,N
id2723280,2,30-06-16 21:51,1,-73.97402191,40.76290894,-73.9945755,40.73475266,N
id0729657,2,30-06-16 21:51,1,-74.00040436,40.71744537,-73.94834137,40.68502045,N
id0516790,2,30-06-16 21:51,1,-73.86383057,40.76988983,-73.75154114,40.75175858,N
id3794167,2,30-06-16 21:51,5,-73.99976349,40.7334137,-73.9777298,40.74750519,N
id2431791,2,30-06-16 21:51,1,-73.99149323,40.7269783,-73.98712921,40.73617172,N
id3588190,2,30-06-16 21:51,1,-73.97306824,40.75503159,-73.98477173,40.7477417,N
id3087426,1,30-06-16 21:51,1,-73.97878265,40.78257751,-73.95741272,40.77977371,N
id1953265,2,30-06-16 21:51,1,-73.98101044,40.72952652,-74.01032257,40.70600128,N
id0146166,2,30-06-16 21:50,1,-73.95352936,40.77128983,-73.96273041,40.75487137,N
id0730321,1,30-06-16 21:50,1,-74.00942993,40.70368958,-73.98435974,40.71755981,N
id1744015,2,30-06-16 21:49,2,-73.77901459,40.64744568,-73.97898102,40.69242096,N
id2628803,1,30-06-16 21:49,1,-73.97420502,40.74702072,-73.95573425,40.77637863,N
id1819594,2,30-06-16 21:49,1,-73.97550964,40.75613022,-73.99305725,40.7521019,N
id2637651,1,30-06-16 21:49,1,-74.00865173,40.70425415,-73.99742126,40.71910095,N
id0259366,2,30-06-16 21:48,1,-73.98718262,40.72236252,-73.97600555,40.75172806,N
id3199513,1,30-06-16 21:48,1,-73.98783875,40.7288208,-73.98253632,40.73544693,N
id2109085,2,30-06-16 21:47,1,-73.97437286,40.79096603,-73.98810577,40.7599411,N
id0230139,1,30-06-16 21:47,1,-73.99912262,40.74417877,-73.98530579,40.73893356,N
id0395122,1,30-06-16 21:47,1,-73.97841644,40.75718689,-73.98466492,40.74208069,N
id3847172,1,30-06-16 21:47,1,-73.98937225,40.76287842,-73.99478912,40.76563263,N
id0246436,2,30-06-16 21:47,1,-73.97051239,40.76521683,-73.97466278,40.75361252,N
id0050172,1,30-06-16 21:47,3,-73.96637726,40.75789642,-73.99274445,40.74297714,N
id0588163,2,30-06-16 21:47,2,-73.98429871,40.75474167,-73.96398926,40.7563591,N
id0957129,1,30-06-16 21:47,1,-74.00428009,40.72544479,-73.97677612,40.74995422,N
id1181152,2,30-06-16 21:47,1,-73.97679901,40.76496124,-73.98179626,40.66693878,N
id2318002,2,30-06-16 21:47,2,-73.97286987,40.76157379,-73.85396576,40.72458267,N
id1152721,1,30-06-16 21:46,2,-74.01524353,40.7163353,-74.01078033,40.72360611,N
id0578867,1,30-06-16 21:46,1,-74.00339508,40.72705841,-73.99314117,40.72281647,N
id1674283,1,30-06-16 21:46,1,-73.99972534,40.73358154,-73.99381256,40.74499512,N
id1009060,1,30-06-16 21:46,1,-73.98371887,40.76205063,-73.98648071,40.73306656,N
id1499822,2,30-06-16 21:45,5,-73.98331451,40.7527504,-73.98077393,40.74220657,N
id0935271,2,30-06-16 21:45,2,-73.98456573,40.75413513,-73.91329956,40.88057327,N
id1439169,2,30-06-16 21:45,1,-74.01587677,40.71143341,-73.95973969,40.76056671,N
id2468154,1,30-06-16 21:45,1,-73.86293793,40.76867294,-73.78501892,40.7521019,N
id2315902,2,30-06-16 21:45,1,-74.00514221,40.71987152,-73.99015808,40.71427155,N
id2465729,1,30-06-16 21:43,1,-73.99155426,40.74994659,-73.99099731,40.73141098,N
id2999912,2,30-06-16 21:43,1,-73.99369812,40.71831894,-73.98497772,40.72797012,N
id2963678,2,30-06-16 21:42,1,-73.99362946,40.76216888,-73.94052124,40.80582809,N
id1089607,2,30-06-16 21:42,1,-73.98802948,40.72819138,-73.98851776,40.72750854,N
id3887389,2,30-06-16 21:42,5,-73.97589874,40.75762939,-73.95841217,40.78134918,N
id3447831,1,30-06-16 21:41,1,-73.99920654,40.73140335,-73.98962402,40.76544571,N
id1160954,1,30-06-16 21:41,1,-73.97960663,40.74693298,-73.9907074,40.75082397,N
id3333729,1,30-06-16 21:41,1,-73.94965363,40.71646881,-73.93572235,40.72222137,N
id3489866,2,30-06-16 21:41,1,-74.00125122,40.73638153,-73.99355316,40.72145844,N
id3357285,2,30-06-16 21:41,1,-73.98397064,40.75527954,-73.9703064,40.7578392,N
id1550743,2,30-06-16 21:40,1,-73.9730835,40.74378967,-73.98233032,40.75428009,N
id0560933,2,30-06-16 21:40,3,-73.9934082,40.74187851,-73.84391785,40.7217598,N
id0731119,2,30-06-16 21:39,5,-73.9686203,40.75830841,-73.96157837,40.77672958,N
id3956524,2,30-06-16 21:39,1,-73.98828125,40.73488998,-73.97798157,40.74261093,N
id1658832,2,30-06-16 21:39,1,-73.97576904,40.75138855,-73.98383331,40.74084091,N
id0977424,1,30-06-16 21:39,1,-73.98220825,40.75754929,-73.98197174,40.77974701,N
id3419570,1,30-06-16 21:38,1,-74.01385498,40.70855331,-74.00740051,40.74114227,N
id1539496,1,30-06-16 21:38,2,-74.00588989,40.74027634,-74.00119781,40.73968506,N
id2872013,1,30-06-16 21:38,3,-73.98288727,40.7223587,-73.97966766,40.74642181,N
id0977363,1,30-06-16 21:37,1,-73.97812653,40.74177551,-73.98332977,40.73003387,N
id1644673,1,30-06-16 21:37,1,-73.97653961,40.74905014,-74.01258087,40.70174026,N
id3170119,2,30-06-16 21:36,1,-73.99185944,40.71634293,-73.98934174,40.74186325,N
id0013519,1,30-06-16 21:36,1,-74.00054932,40.72099686,-73.95489502,40.67482376,N
id3620369,1,30-06-16 21:36,1,-73.99580383,40.73072433,-73.98097229,40.74177933,N
id0995729,2,30-06-16 21:36,1,-73.95677185,40.77782822,-73.98043823,40.73054123,N
id1199993,2,30-06-16 21:36,1,-73.99915314,40.73442841,-74.00327301,40.72406006,N
id0870823,2,30-06-16 21:35,1,-74.01785278,40.70534134,-74.00025177,40.74269867,N
id1746769,2,30-06-16 21:35,2,-73.97921753,40.75043869,-73.97786713,40.73934174,N
id1761621,1,30-06-16 21:35,1,-73.97566223,40.76071167,-73.967453,40.75679779,N
id0955952,2,30-06-16 21:34,2,-73.9542923,40.77080917,-73.96494293,40.75934982,N
id3450911,1,30-06-16 21:34,1,-74.00349426,40.7324295,-73.99475861,40.75050354,N
id2035696,1,30-06-16 21:34,1,-73.97600555,40.76042938,-73.86721802,40.76862335,N
id2685850,1,30-06-16 21:34,1,-73.99230957,40.75850677,-74.00068665,40.74730682,N
id2305039,1,30-06-16 21:33,1,-73.97938538,40.78172684,-73.98567963,40.77230072,N
id2884385,2,30-06-16 21:33,1,-74.00145721,40.74119949,-74.00534821,40.73226166,N
id1973660,1,30-06-16 21:33,1,-74.01721954,40.70853043,-73.96768951,40.64831924,N
id1062131,2,30-06-16 21:33,1,-74.00728607,40.71297455,-74.00474548,40.60293579,N
id3853357,2,30-06-16 21:32,2,-73.99436951,40.75146103,-73.95632172,40.8082428,N
id1236685,2,30-06-16 21:32,2,-73.98077393,40.72976685,-73.97184753,40.75200653,N
id3602303,1,30-06-16 21:32,1,-74.00218964,40.7186203,-73.98989105,40.73382568,N
id1806638,2,30-06-16 21:31,1,-73.93795776,40.79686737,-73.94609833,40.78575516,N
id3400677,2,30-06-16 21:31,1,-73.9779129,40.75334167,-73.95868683,40.75997925,N
id1138267,1,30-06-16 21:31,1,-73.98210144,40.7628479,-73.98717499,40.74494934,N
id0736053,1,30-06-16 21:31,1,-73.97762299,40.78695297,-73.97445679,40.7783699,N
id2319364,1,30-06-16 21:31,1,-73.99151611,40.73902512,-73.92633057,40.8674736,N
id3116733,1,30-06-16 21:31,1,-73.99647522,40.74291992,-73.99456024,40.7505455,N
id3771556,1,30-06-16 21:31,1,-73.98622131,40.77763748,-73.9881897,40.77257919,N
id0124891,2,30-06-16 21:30,1,-73.9887619,40.72220993,-73.99108124,40.74473953,N
id1760392,1,30-06-16 21:30,1,-73.96414185,40.77334595,-73.96670532,40.80507278,N
id0070646,1,30-06-16 21:30,1,-73.98068237,40.75994492,-74.00270081,40.7605896,N
id0637820,2,30-06-16 21:30,1,-73.95348358,40.76703262,-73.9449234,40.77917862,N
id2171415,2,30-06-16 21:30,1,-73.95555115,40.78004837,-73.94364166,40.70151138,N
id0214866,1,30-06-16 21:30,1,-73.9852829,40.72335052,-73.98194885,40.7400856,N
id3982336,1,30-06-16 21:30,1,-73.97350311,40.76563263,-74.00849152,40.71987152,N
id1949435,1,30-06-16 21:29,1,-73.99501038,40.74503708,-74.00670624,40.73608017,N
id3246513,2,30-06-16 21:29,1,-73.86356354,40.7697525,-73.98406219,40.74104309,N
id2946250,2,30-06-16 21:29,1,-74.01609039,40.71126938,-74.00431061,40.73046875,N
id2113754,1,30-06-16 21:28,4,-74.00284576,40.7267189,-73.98881531,40.72723007,N
id2465667,1,30-06-16 21:28,2,-73.98421478,40.72913361,-73.95155334,40.77144623,N
id2868489,2,30-06-16 21:28,1,-73.97312927,40.75313187,-74.00460815,40.73373032,N
id3738374,2,30-06-16 21:28,5,-73.98722839,40.76079178,-73.97994232,40.78077316,N
id3806418,1,30-06-16 21:27,2,-73.99188232,40.75943375,-73.99051666,40.69146729,N
id0081589,2,30-06-16 21:27,1,-74.01091003,40.71522522,-74.01717377,40.70537567,N
id3693868,1,30-06-16 21:27,1,-73.98433685,40.75505066,-73.95731354,40.77978897,N
id1945307,2,30-06-16 21:27,2,-73.97900391,40.76742935,-73.98864746,40.74873352,N
id0564753,1,30-06-16 21:27,1,-73.98131561,40.76394272,-73.99164581,40.77032471,N
id1693645,1,30-06-16 21:26,1,-74.00322723,40.73300552,-74.00475311,40.70804596,N
id1058341,2,30-06-16 21:26,1,-74.00376129,40.72254181,-74.01444244,40.71818924,N
id3739596,2,30-06-16 21:25,3,-74.00031281,40.7209816,-74.00031281,40.7209816,N
id2778151,2,30-06-16 21:25,1,-73.98143768,40.72467041,-73.97476196,40.78327942,N
id0577386,2,30-06-16 21:25,2,-73.99256897,40.74303055,-73.98625946,40.76221848,N
id1889859,1,30-06-16 21:25,1,-73.99267578,40.73049164,-74.01572418,40.70505524,N
id2249268,2,30-06-16 21:25,1,-73.98455811,40.75442123,-74.00346375,40.7334404,N
id1049228,1,30-06-16 21:24,1,-73.95033264,40.77980423,-73.97516632,40.7456665,N
id0973170,1,30-06-16 21:24,1,-73.96524048,40.75453949,-73.95544434,40.77875519,N
id1324212,2,30-06-16 21:24,1,-73.96070099,40.80759048,-73.9393692,40.8051033,N
id1359008,1,30-06-16 21:23,1,-73.98295593,40.73511124,-73.98505402,40.74489975,N
id0872795,1,30-06-16 21:23,1,-73.98769379,40.73832703,-73.96394348,40.79229736,N
id3527829,1,30-06-16 21:23,1,-73.96727753,40.80357361,-73.99027252,40.77456284,N
id3535712,1,30-06-16 21:23,1,-73.98549652,40.75274658,-73.9122467,40.76866531,N
id2397242,2,30-06-16 21:22,1,-73.95883942,40.77791977,-73.97576141,40.76625061,N
id3756802,1,30-06-16 21:22,1,-74.01005554,40.70305252,-73.97086334,40.79432297,N
id3508470,2,30-06-16 21:22,2,-73.98229218,40.77180099,-73.93569183,40.79624939,N
id1777188,1,30-06-16 21:22,2,-73.98075867,40.73387146,-73.98477936,40.75668335,N
id2473995,2,30-06-16 21:22,1,-74.01509857,40.71139908,-74.03894043,40.71200943,N
id3283801,1,30-06-16 21:21,1,-73.99394226,40.73296738,-73.99846649,40.72078705,N
id1256163,1,30-06-16 21:21,1,-73.97341919,40.74380493,-73.98693848,40.73418427,N
id2210196,2,30-06-16 21:21,4,-73.99067688,40.7460289,-73.97963715,40.76157761,N
id3616238,2,30-06-16 21:21,1,-73.99152374,40.74522018,-73.98930359,40.74023056,N
id0325977,1,30-06-16 21:20,1,-73.99124146,40.75014877,-73.97781372,40.75460815,N
id3427401,1,30-06-16 21:20,1,-73.98783112,40.74991226,-73.98612976,40.75569153,N
id3767523,1,30-06-16 21:20,1,-74.00785065,40.74056625,-73.98848724,40.75650024,N
id3717962,2,30-06-16 21:20,1,-73.97250366,40.75918961,-73.94754791,40.77529144,N
id3830804,2,30-06-16 21:19,4,-73.99488831,40.73987961,-74.00331879,40.73263931,N
id0881865,2,30-06-16 21:19,1,-73.98193359,40.74184036,-73.97691345,40.74578857,N
id0001777,2,30-06-16 21:19,1,-73.78353119,40.64862823,-73.98803711,40.6319809,N
id0807434,2,30-06-16 21:19,1,-73.98596954,40.74108124,-73.98538208,40.73189163,N
id0214412,1,30-06-16 21:19,1,-73.96261597,40.77856827,-73.94999695,40.78024292,N
id0036742,2,30-06-16 21:19,1,-73.99336243,40.73335266,-73.9184494,40.87056351,N
id1347011,2,30-06-16 21:18,1,-73.97910309,40.75011063,-73.97958374,40.75941849,N
id1698863,2,30-06-16 21:18,1,-73.98294067,40.76652145,-73.98027039,40.78252029,N
id2515994,1,30-06-16 21:17,1,-73.99628448,40.76343918,-73.96037292,40.76987839,N
id3245986,1,30-06-16 21:17,1,-73.97771454,40.74234772,-73.98925018,40.74082184,N
id3100396,2,30-06-16 21:16,2,-73.99701691,40.72396851,-74.00112152,40.73160172,N
id1784582,2,30-06-16 21:16,6,-73.94457245,40.80899048,-73.93756866,40.81023026,N
id0711058,2,30-06-16 21:15,4,-73.79579926,40.64466858,-73.9777832,40.72677994,N
id3033184,1,30-06-16 21:15,1,-73.93972015,40.80115128,-73.93934631,40.81525421,N
id0152818,1,30-06-16 21:14,1,-73.9905777,40.75936127,-73.97985077,40.72455215,N
id1830687,2,30-06-16 21:14,1,-73.98105621,40.74144745,-73.9734726,40.76472855,N
id3880486,2,30-06-16 21:14,1,-73.97829437,40.74840927,-73.9940567,40.72035217,N
id0029976,2,30-06-16 21:14,1,-73.98003387,40.75019073,-73.96518707,40.76656342,N
id0874579,2,30-06-16 21:13,1,-73.97286987,40.75540161,-73.95503235,40.76927948,N
id0937613,1,30-06-16 21:13,1,-73.98429108,40.75430679,-73.98394775,40.76127625,N
id1851199,1,30-06-16 21:13,1,-73.9785614,40.75510406,-73.98242188,40.72160721,N
id1422314,2,30-06-16 21:12,1,-73.97606659,40.75178146,-73.9865036,40.73862076,N
id1407569,2,30-06-16 21:12,1,-73.97572327,40.75645065,-74.00079346,40.74737167,N
id3486517,1,30-06-16 21:11,1,-73.98888397,40.75863266,-73.97709656,40.72640228,N
id1033567,2,30-06-16 21:11,2,-73.87309265,40.77404022,-73.93466949,40.79710388,N
id2738993,1,30-06-16 21:11,2,-73.98512268,40.74395752,-73.97910309,40.75231934,N
id3850307,1,30-06-16 21:11,1,-73.97127533,40.76118851,-73.97436523,40.7882576,N
id2455088,2,30-06-16 21:10,1,-73.97634125,40.7888298,-73.98384857,40.78057861,N
id2366779,2,30-06-16 21:10,1,-73.78988647,40.64693069,-73.96037292,40.71102142,N
id2001201,1,30-06-16 21:10,3,-74.00388336,40.74793625,-73.95426941,40.77895737,Y
id2289787,2,30-06-16 21:10,2,-73.98303223,40.77157974,-73.98480988,40.76835632,N
id0042261,1,30-06-16 21:10,1,-73.98217773,40.76860428,-73.96324158,40.77501678,N
